1181250	90	0	6	9
139000	679	0	6	8
139000	679	0	6	8
139000	679	0	6	8
139000	679	0	6	8
139000	679	0	6	8
19500	143	0	6	12
19500	143	0	6	24
19500	3650	0	6	9
19500	8737	0	6	9
341000	178	0	6	1
38250	1188	0	6	3
38250	1969	0	6	2
38250	2610	0	6	6
38250	3647	0	6	2
38250	3647	0	6	2
38250	3647	0	6	2
38250	7096	0	6	2
38250	7096	0	6	2
38250	7096	0	6	2
38250	7096	0	6	6
38250	9657	0	6	6
415500	120	0	6	4
415500	120	0	6	4
415500	120	0	6	4
47000	1591	0	6	6
563500	26	0	6	28
563500	26	0	6	28
563500	26	2	6	28
573000	504	0	6	3
620500	911	0	6	9
620500	911	0	6	9
65500	130	0	6	10
65500	2452	0	6	9
65500	2452	0	6	9
65500	2452	1	6	9
65500	2963	0	6	8
65500	5876	0	6	9
65500	6792	0	6	2
65500	7417	0	6	1
65500	8173	0	6	8
65500	8978	0	6	3
65500	953	0	6	13
65500	9846	0	6	3
65500	9988	0	6	2
691500	451	0	6	6
691500	489	0	6	5
69500	2240	0	6	4
69500	2240	0	6	4
69500	2240	0	6	4
69500	2240	0	6	4
69500	4691	0	6	2
69500	4691	0	6	2
69500	4691	1	6	2
69500	6007	0	6	7
725000	527	0	6	8
745750	178	0	6	1
764000	510	0	6	4
764000	510	0	6	4
764000	599	0	6	6
764000	599	0	6	6
764000	599	0	6	6
776750	911	0	6	9
776750	937	0	6	9
7976750	39	0	6	1
799000	178	0	6	1
799000	451	0	6	8
8195000	11	0	6	2
8195000	11	0	6	2
8195000	11	0	6	2
887750	396	0	6	7
892500	62	0	6	16
1025250	840	0	6	2
1046250	62	0	6	27
10696000	72	0	6	9
10696000	72	0	6	9
10696000	72	0	6	9
10696000	72	0	6	9
1104500	143	0	6	2
1104500	489	0	6	5
1181250	90	0	6	10
1189000	679	0	6	1
1338750	527	0	6	6
145750	7576	0	6	8
154500	1831	0	6	3
154500	2257	0	6	6
154500	3176	0	6	1
154500	3633	0	6	9
154500	5185	0	6	7
154500	5799	0	6	3
154500	6158	0	6	8
154500	6158	0	6	8
154500	6158	0	6	8
154500	6158	0	6	8
154500	8005	0	6	9
154500	8005	0	6	9
154500	8689	0	6	6
154500	9709	0	6	3
154750	569	0	6	16
154750	569	0	6	16
154750	569	0	6	16
154750	569	0	6	16
154750	569	2	6	16
1622500	599	0	6	8
1622500	622	0	6	1
1622500	622	0	6	1
1661750	178	0	6	1
1792000	22	0	6	13
19500	11080	0	6	2
19500	11280	0	6	8
19500	11280	0	6	8
19500	11280	0	6	8
19500	11280	0	6	8
19500	11280	0	6	8
19500	11329	0	6	7
19500	11329	0	6	7
19500	14261	0	6	2
19500	14261	0	6	2
19500	14261	0	6	2
19500	14261	0	6	7
19500	14261	0	6	7
19500	14261	0	6	7
19500	14261	0	6	7
19500	14261	0	6	7
19500	16945	0	6	1
19500	18730	0	6	3
19500	20079	0	6	3
19500	21841	0	6	9
19500	23662	0	6	9
19500	23662	0	6	9
19500	23662	0	6	9
19500	23662	0	6	9
19500	23662	0	6	9
19500	23662	0	6	9
19500	25249	0	6	2
19500	2610	0	6	17
19500	2610	0	6	17
19500	2641	0	6	21
19500	2641	0	6	22
19500	2641	0	6	22
19500	27946	0	6	7
19500	27946	0	6	7
19500	27946	1	6	7
19500	5254	0	6	24
19500	6542	0	6	11
19500	6542	0	6	11
19500	6621	0	6	13
19500	6621	0	6	13
19500	7868	0	6	13
19500	7868	0	6	13
19500	7902	0	6	28
19500	8261	0	6	28
19500	9549	0	6	17
19500	9549	0	6	17
19500	9549	0	6	17
19500	9549	0	6	17
19500	9975	0	6	28
1969000	360	0	6	3
1969000	585	0	6	7
1969000	911	0	6	1
200250	1547	0	6	4
200250	1831	0	6	5
200250	1831	0	6	5
200250	1831	0	6	5
200250	1831	0	6	5
200250	1831	0	6	5
200250	1831	0	6	6
200250	1831	0	6	6
200250	1831	0	6	6
200250	1831	2	6	5
200250	4731	0	6	4
200250	6880	0	6	4
232000	2501	0	6	7
236000	4053	0	6	9
236000	911	0	6	17
236000	911	0	6	17
236000	911	0	6	17
236000	911	0	6	17
2364500	733	0	6	8
252500	5876	0	6	4
266500	4212	0	6	1
2737250	178	0	6	1
2752000	178	0	6	1
2752000	178	0	6	1
2752000	178	0	6	1
2756000	679	0	6	8
