38250	554	0	4	16
42000	239	0	4	27
1622500	91	0	4	28
200250	679	0	4	16
200250	679	0	4	16
200250	679	0	4	16
200250	679	0	4	16
200250	679	0	4	16
200250	679	0	4	16
239250	835	0	4	27
239250	962	0	4	18
239250	962	0	4	18
239250	962	0	4	19
299750	622	0	4	28
317500	251	0	4	20
317500	747	0	4	22
317500	747	0	4	22
317500	747	0	4	22
3404000	29	0	4	25
3404000	29	0	4	25
3404000	29	0	4	25
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	26
3404000	29	0	4	29
3404000	29	0	4	29
3404000	29	0	4	29
3404000	29	1	4	26
3404000	29	1	4	26
3404000	29	1	4	26
38250	1228	0	4	26
38250	1228	0	4	27
38250	2610	0	4	19
38250	2610	0	4	22
38250	2610	0	4	26
38250	2689	0	4	17
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	2694	0	4	29
38250	3740	0	4	26
38250	3740	0	4	26
38250	3740	0	4	26
38250	3740	0	4	26
38250	3740	0	4	26
38250	3740	0	4	26
38250	4959	0	4	26
38250	5721	0	4	24
38250	6096	0	4	21
38250	8717	0	4	27
38250	8719	0	4	27
38250	8719	0	4	27
415500	614	0	4	26
42000	1828	0	4	21
42000	1828	0	4	21
42000	2173	0	4	22
42000	2173	0	4	22
42000	2273	0	4	27
42000	2273	0	4	27
42000	4790	0	4	19
42000	4913	0	4	15
42000	6219	0	4	15
42000	6219	0	4	20
42000	6219	0	4	20
42000	6219	0	4	20
42000	6363	0	4	28
42000	7172	0	4	27
42000	7172	0	4	27
42000	7927	0	4	26
42000	7927	0	4	26
42000	9392	0	4	15
42000	9590	0	4	26
42000	9846	0	4	20
47000	1591	0	4	30
47000	1950	0	4	21
47000	1950	1	4	23
472000	360	0	4	15
563500	282	0	4	15
563500	282	0	4	21
573000	768	0	4	17
599750	530	0	4	15
599750	530	0	4	15
599750	530	0	4	15
599750	530	1	4	15
599750	622	0	4	22
599750	622	0	4	22
599750	622	0	4	28
599750	622	0	4	28
6061250	11	0	4	19
6266000	91	0	4	24
65500	4775	0	4	16
65500	6961	0	4	20
691500	230	0	4	18
731750	424	0	4	24
776750	398	0	4	28
82250	4300	0	4	28
82250	4763	0	4	25
8628250	20	0	4	17
8845250	18	0	4	27
969750	143	0	4	17
969750	143	0	4	17
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1046250	679	0	4	25
1074750	241	0	4	21
1074750	241	0	4	27
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	0	4	15
1074750	527	1	4	15
1074750	647	0	4	21
1074750	647	0	4	21
1074750	647	0	4	21
1074750	647	0	4	22
1074750	647	0	4	22
1074750	647	0	4	22
1074750	647	0	4	22
1074750	647	0	4	22
1074750	647	0	4	22
1074750	647	1	4	22
1086750	949	0	4	15
1118250	535	0	4	26
1118250	535	0	4	26
1118250	622	0	4	18
1148000	622	0	4	28
1244250	679	0	4	19
1338750	360	0	4	26
1338750	360	0	4	26
1338750	360	0	4	26
1338750	360	0	4	27
1338750	360	1	4	26
1338750	993	0	4	27
1338750	993	0	4	27
1338750	993	0	4	27
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	28
1338750	993	0	4	29
1441500	642	0	4	19
154500	1366	0	4	18
154500	4571	0	4	18
154500	5219	0	4	21
154500	5219	0	4	21
